train_loss,generator_loss,generator_accuracy,discriminator_loss,discriminator_accuracy,epoch,created_at
26.650684356689453,9.492629051208496,0.0,0.6863222718238831,0.0,0,2020-01-18 16:50:44.345667
23.27916145324707,8.589380264282227,0.1388235241174698,0.5875912308692932,0.1388235241174698,0,2020-01-18 16:50:46.908827
16.089569091796875,7.825651168823242,0.16326531767845154,0.3305567502975464,0.30320701003074646,0,2020-01-18 16:50:49.458363
11.01487922668457,7.385180473327637,0.1855955570936203,0.14518795907497406,0.8116343021392822,0,2020-01-18 16:50:51.862970
11.313888549804688,7.595836162567139,0.17048345506191254,0.1487220972776413,0.6997455358505249,0,2020-01-18 16:50:54.271284
13.988035202026367,7.389688014984131,0.2028168886899948,0.26393386721611023,0.2028168886899948,0,2020-01-18 16:50:56.656806
14.009599685668945,7.436738967895508,0.1833810955286026,0.2629144489765167,0.18911175429821014,0,2020-01-18 16:50:59.104898
12.587995529174805,7.571663856506348,0.1666666716337204,0.20065325498580933,0.5171568989753723,0,2020-01-18 16:51:01.634686
12.028840065002441,7.477436065673828,0.17002882063388824,0.18205615878105164,0.19020172953605652,0,2020-01-18 16:51:04.170691
12.285833358764648,7.04904842376709,0.1928783357143402,0.2094714194536209,0.36201781034469604,0,2020-01-18 16:51:06.649887
12.689876556396484,6.991262912750244,0.1994381994009018,0.2279445379972458,0.1994381994009018,0,2020-01-18 16:51:09.185584
14.13798713684082,6.962329387664795,0.20408162474632263,0.2870263159275055,0.31887754797935486,0,2020-01-18 16:51:11.954274
11.08463191986084,6.735673427581787,0.2154255211353302,0.17395834624767303,0.6063829660415649,0,2020-01-18 16:51:14.610338
12.439634323120117,6.812310695648193,0.18873238563537598,0.22509291768074036,0.18873238563537598,0,2020-01-18 16:51:17.349290
12.131420135498047,6.733994960784912,0.20610687136650085,0.21589702367782593,0.20610687136650085,0,2020-01-18 16:51:19.971195
11.745652198791504,6.332548141479492,0.23756906390190125,0.2165241688489914,0.23756906390190125,0,2020-01-18 16:51:22.385327
11.209941864013672,6.39807653427124,0.2092391401529312,0.1924746185541153,0.2092391401529312,0,2020-01-18 16:51:24.961906
11.269338607788086,6.573646068572998,0.24193547666072845,0.1878277212381363,0.3870967626571655,0,2020-01-18 16:51:27.483293
12.069845199584961,6.724184513092041,0.21515150368213654,0.21382643282413483,0.22121211886405945,0,2020-01-18 16:51:30.098085
10.588886260986328,6.386284828186035,0.19896641373634338,0.16810408234596252,0.4651162922382355,0,2020-01-18 16:51:32.709134
11.041826248168945,6.224646091461182,0.22994652390480042,0.19268718361854553,0.26203209161758423,0,2020-01-18 16:51:35.243132
11.32653522491455,6.110259056091309,0.2853333353996277,0.20865105092525482,0.3386666774749756,0,2020-01-18 16:51:37.762324
11.447365760803223,6.0540080070495605,0.2467191517353058,0.2157343029975891,0.3648293912410736,0,2020-01-18 16:51:40.213053
11.059835433959961,6.300929069519043,0.20365536212921143,0.19035623967647552,0.27154046297073364,0,2020-01-18 16:51:42.797646
10.913629531860352,6.057276248931885,0.22346368432044983,0.19425411522388458,0.3659217655658722,0,2020-01-18 16:51:45.369011
11.318147659301758,6.147665977478027,0.22191011905670166,0.20681926608085632,0.30617979168891907,0,2020-01-18 16:51:47.731851
11.282670974731445,6.012808322906494,0.2687338590621948,0.21079447865486145,0.3565891683101654,0,2020-01-18 16:51:50.427881
11.144815444946289,6.012826919555664,0.22972974181175232,0.20527952909469604,0.4324324429035187,0,2020-01-18 16:51:52.947168
11.04305648803711,5.672224521636963,0.27123287320137024,0.21483328938484192,0.4301370084285736,0,2020-01-18 16:51:55.666306
10.787698745727539,5.772304534912109,0.24863387644290924,0.200615793466568,0.374316930770874,0,2020-01-18 16:51:58.293239
10.820757865905762,5.960600852966309,0.2565597891807556,0.19440627098083496,0.42274054884910583,0,2020-01-18 16:52:00.915722
10.830007553100586,5.68322229385376,0.21875,0.20587143301963806,0.3636363744735718,0,2020-01-18 16:52:03.449037
10.43545913696289,5.703718185424805,0.2316715568304062,0.18926961719989777,0.4193548262119293,0,2020-01-18 16:52:05.884655
10.771726608276367,5.873201370239258,0.2210242599248886,0.1959410011768341,0.3854447305202484,0,2020-01-18 16:52:08.354834
10.451436042785645,5.948915004730225,0.23839008808135986,0.18010084331035614,0.47987616062164307,0,2020-01-18 16:52:10.916216
10.190547943115234,5.586361408233643,0.2902298867702484,0.18416745960712433,0.5316091775894165,0,2020-01-18 16:52:13.499094
10.737106323242188,5.662386417388916,0.2492307722568512,0.20298877358436584,0.3784615397453308,0,2020-01-18 16:52:16.352945
10.512560844421387,5.49492073059082,0.2784431278705597,0.2007056027650833,0.39820361137390137,0,2020-01-18 16:52:18.822571
10.988046646118164,5.543426990509033,0.24483776092529297,0.21778476238250732,0.37168142199516296,0,2020-01-18 16:52:21.487757
10.027544021606445,5.781280040740967,0.22625698149204254,0.16985058784484863,0.46368715167045593,0,2020-01-18 16:52:24.217057
10.860772132873535,5.796569347381592,0.23947370052337646,0.20256811380386353,0.41578948497772217,0,2020-01-18 16:52:26.741849
10.438671112060547,5.551070213317871,0.2548476457595825,0.19550402462482452,0.39889195561408997,0,2020-01-18 16:52:29.254444
10.421082496643066,5.800416946411133,0.25068870186805725,0.18482662737369537,0.44352617859840393,0,2020-01-18 16:52:31.742959
10.177946090698242,5.43219518661499,0.2740113139152527,0.18983006477355957,0.46327683329582214,0,2020-01-18 16:52:34.268215
10.713763236999512,5.733344554901123,0.23872677981853485,0.19921675324440002,0.456233412027359,0,2020-01-18 16:52:36.763762
9.675178527832031,5.153029441833496,0.3005618155002594,0.18088598549365997,0.5028089880943298,0,2020-01-18 16:52:39.293390
10.076589584350586,5.677424907684326,0.21408450603485107,0.1759665608406067,0.476056307554245,0,2020-01-18 16:52:41.675284
10.660653114318848,5.667639255523682,0.25271740555763245,0.19972054660320282,0.42934784293174744,0,2020-01-18 16:52:44.221108
9.370820045471191,4.826686859130859,0.3062500059604645,0.1817653328180313,0.515625,0,2020-01-18 16:52:46.697854
